gene_id	contrast	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mrna_id	signalp_prediction	signalp_is_sp	signalp_other_score	signalp_sp_score	signalp_cs_position	dbcan_any_hit	dbcan_high_confidence	dbcan_n_tools	dbcan_ec	dbcan_hmm	dbcan_sub	dbcan_diamond	dbcan_recommended	dbcan_substrate	de_significant_padj_lt_0.05	de_strong_padj_lt_0.05_abs_log2fc_gt_1	de_direction	dbcan_any_hit_candidate	high_confidence_cazyme	significant_high_confidence_cazyme	strong_high_confidence_cazyme
gene_1826	interaction_vs_onu	1559.82173923373	1.17423429196946	0.0857624528670366	13.6917060172002	1.13805471797674e-42	3.99251983027905e-41	mRNA_1826	SP	TRUE	0.000429	0.999548	CS pos: 18-19. Pr: 0.9728	TRUE	TRUE	3	3.2.1.14:58	GH18(42-399)	GH18_e272(44-398)	GH18	GH18_e272	chitin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4755	interaction_vs_onu	148.495181830664	-3.80902303147341	0.287048782543107	-13.2696017649941	3.47422116066931e-40	1.10967660952721e-38	mRNA_4755	OTHER	FALSE	1.000000	0.000003		TRUE	TRUE	3	-	GH88(87-491)	GH88_e4(89-493)	GH88	GH88_e4	host glycan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7979	interaction_vs_onu	17025.6511081037	-2.33394965545709	0.176527917763072	-13.2214195070811	6.60063751070515e-40	2.08985760019364e-38	mRNA_7979	SP	TRUE	0.000211	0.999797	CS pos: 21-22. Pr: 0.9755	TRUE	TRUE	3	3.2.1.21:4;3.2.1.-:5	GH3(103-322)	GH3_e147(103-323)	GH3	GH3_e147	beta-glucan;xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_4325	interaction_vs_onu	2108.0554363707	-1.91757847731662	0.1491132302977	-12.8598815375955	7.5692582849731e-38	2.20383846664523e-36	mRNA_4325	SP	TRUE	0.002309	0.997654	CS pos: 31-32. Pr: 0.8439	TRUE	TRUE	3	3.2.1.177:12	GH31(262-692)	GH31_e31(262-692)	GH31	GH31_e31	xyloglucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7032	interaction_vs_onu	508.366331862368	2.03768382189848	0.164379129688654	12.3962441324395	2.73861990962457e-35	7.56212465367301e-34	mRNA_7032	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.58:2	GH5_9(582-906)	GH5_e261(583-907)	GH5_9+GH5_9	GH5_9	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7160	interaction_vs_onu	600.864946592368	1.90098592158755	0.153842743516292	12.3566824026785	4.482784986206e-35	1.22989229108729e-33	mRNA_7160	OTHER	FALSE	0.999745	0.000277		TRUE	TRUE	3	3.2.1.21:3	GH3(32-244)	GH3_e51(33-245)	GH3	GH3_e51	beta-glucan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_928	interaction_vs_onu	875.034415699132	1.2115493410511	0.0997995926573269	12.1398225062009	6.49668100801034e-34	1.71112582857134e-32	mRNA_928	SP	TRUE	0.000237	0.999737	CS pos: 21-22. Pr: 0.7114	TRUE	TRUE	3	-	GH29(334-701)	GH29_e66(334-702)	GH29	GH29_e66	host glycan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4913	interaction_vs_onu	6577.71996839485	1.41072983131458	0.121767374374016	11.5854500318076	4.88394806197777e-31	1.15807743519473e-29	mRNA_4913	OTHER	FALSE	1.000000	0.000017		TRUE	TRUE	3	-	AA3_2(13-543)	AA3_e4(14-543)	AA3_2+AA3_2	AA3_2	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1927	interaction_vs_onu	589.038424063532	-1.38930476021691	0.123915287051716	-11.2117301526895	3.57143094363111e-29	7.79883899935774e-28	mRNA_1927	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	3.2.1.8:2	GH11(298-468)	GH11_e16(300-469)	GH11	GH11_e16	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6122	interaction_vs_onu	1406.53940111095	-1.53687395196474	0.137589607797163	-11.1699857029205	5.71900851945684e-29	1.22693516106643e-27	mRNA_6122	OTHER	FALSE	1.000000	0.000028		TRUE	TRUE	3	3.2.1.23:12	GH2_10(47-1001)	GH2_e61(47-1004)	GH2_10+GH2_10	GH2_10	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3977	interaction_vs_onu	870.401129663478	1.22511884317379	0.114773287188895	10.6742507179173	1.34336900903718e-26	2.52176287661366e-25	mRNA_3977	OTHER	FALSE	0.577678	0.422318		TRUE	TRUE	3	-	GH5_24(65-378)	GH5_e56(66-378)	GH5_24+GH5_24	GH5_24	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_278	interaction_vs_onu	4081.40339689256	1.92531430061446	0.191175206133062	10.0709414131579	7.42638038362519e-24	1.20169784657527e-22	mRNA_278	OTHER	FALSE	0.999955	0.000121		TRUE	TRUE	3	-	GH15(310-687)	GH15_e38(311-688)	GH15	GH15_e38	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_8548	interaction_vs_onu	135.107668846134	-2.09533077678589	0.208567997178106	-10.0462717441573	9.5408961812058e-24	1.52654338899293e-22	mRNA_8548	SP	TRUE	0.014526	0.985470	CS pos: 23-24. Pr: 0.4795	TRUE	TRUE	3	3.2.1.78:33	GH5_7(58-333)	GH5_e89(59-334)	GH5_7+GH5_7	GH5_7	beta-mannan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7978	interaction_vs_onu	15277.8650634826	-1.53276784073822	0.154806526231708	-9.90118361317685	4.11377180491735e-23	6.4224971234523e-22	mRNA_7978	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	GT2(698-932)	-	GT0	GT2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3431	interaction_vs_onu	214.040515801108	1.61172009353801	0.16996530898006	9.48264150613878	2.47926025456642e-21	3.49053746366588e-20	mRNA_3431	OTHER	FALSE	0.997501	0.002525		TRUE	TRUE	3	-	GT71(218-447)	GT71_e18(219-448)	GT71	GT71_e18	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_7977	interaction_vs_onu	4849.69656192265	-1.47810605427273	0.155958245997212	-9.47757551914983	2.60259607851247e-21	3.65216761181422e-20	mRNA_7977	OTHER	FALSE	0.998870	0.001174		TRUE	TRUE	3	-	GH128(6-179)	GH128_e8(2-186)	GH128	GH128_e8	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2886	interaction_vs_onu	3781.64597397289	-1.04007126291771	0.111328093575112	-9.3423971391011	9.41773158911565e-21	1.28779205116342e-19	mRNA_2886	SP	TRUE	0.000396	0.999576	CS pos: 36-37. Pr: 0.9584	TRUE	TRUE	3	3.2.1.28:1	GH37(67-644)	GH37_e4(68-645)	GH37	GH37_e4	trehalose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2690	interaction_vs_onu	240.748918396957	-1.74046487544862	0.188256288740215	-9.24518849859184	2.34826434025384e-20	3.13590370554958e-19	mRNA_2690	SP	TRUE	0.004831	0.995142	CS pos: 33-34. Pr: 0.9560	TRUE	TRUE	3	3.2.1.23:2	GH2_1(49-683)	GH2_e127(45-816)	GH2_1+GH2_1	GH2_1	beta-galactan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7114	interaction_vs_onu	189.664050635529	-1.33291144973432	0.147985951857623	-9.00701338878917	2.11744232428686e-19	2.68921458396076e-18	mRNA_7114	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH31_2(247-737)	GH31_e95(248-738)	GH31_2+GH31_2	GH31_2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5697	interaction_vs_onu	1456.15290799019	1.11715926510184	0.125793333407955	8.88090994042443	6.6315628823136e-19	8.21507645044926e-18	mRNA_5697	SP	TRUE	0.000263	0.999716	CS pos: 18-19. Pr: 0.9571	TRUE	TRUE	3	3.2.1.101:1	GH76(26-399)	GH76_e8(27-399)	GH76	GH76_e8	alpha-mannan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_5612	interaction_vs_onu	282.538013450813	1.15879490360741	0.13117780799956	8.8337724290323	1.01203438649185e-18	1.2375734783386e-17	mRNA_5612	SP	TRUE	0.000355	0.999612	CS pos: 18-19. Pr: 0.9617	TRUE	TRUE	3	3.2.1.171:11	GH28(63-374)	GH28_e27(65-374)	GH28	GH28_e27	pectin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_3958	interaction_vs_onu	319.730503704071	1.06464632063199	0.120576666428489	8.82962145303135	1.0503058162966e-18	1.28254176711825e-17	mRNA_3958	SP	TRUE	0.000322	0.999657	CS pos: 22-23. Pr: 0.7603	TRUE	TRUE	3	3.2.1.101:1	GH76(30-400)	GH76_e8(32-402)	GH76	GH76_e8	alpha-mannan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_5694	interaction_vs_onu	52.5862404946639	-4.83148086706211	0.551302701218672	-8.76375329992394	1.88854879446215e-18	2.25466913257964e-17	mRNA_5694	SP	TRUE	0.000211	0.999762	CS pos: 17-18. Pr: 0.9831	TRUE	TRUE	3	3.2.1.67:7;3.2.1.-:2	GH28(95-443)	GH28_e58(96-443)	GH28	GH28_e58	pectin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5664	interaction_vs_onu	117.731719381599	-1.95327602535689	0.236843121449286	-8.24713005555935	1.62243814351758e-16	1.71882060748892e-15	mRNA_5664	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT61(164-287)	GT61_e19(166-291)	GT61	GT61_e19	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2448	interaction_vs_onu	669.301961341156	-1.96653501521381	0.244355422588315	-8.04784683877052	8.42633057199067e-16	8.43618592938481e-15	mRNA_2448	OTHER	FALSE	0.862612	0.137411		TRUE	TRUE	3	-	CE16(43-333)	CE16_e2(42-334)	CE16	CE16_e2	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_7353	interaction_vs_onu	243.131283064329	-1.34611092063051	0.182371149431105	-7.38116157533479	1.56914436487352e-13	1.29776577423356e-12	mRNA_7353	SP	TRUE	0.000384	0.999579	CS pos: 21-22. Pr: 0.9751	TRUE	TRUE	3	1.1.99.18:13	AA8(31-237)	AA8_e5(32-238)	AA8	AA8_e5	lignin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_1079	interaction_vs_onu	56.2533801675286	-2.74648684607923	0.375458792048718	-7.31501540047264	2.57351874914627e-13	2.10003055221088e-12	mRNA_1079	SP	TRUE	0.000665	0.999321	CS pos: 20-21. Pr: 0.8893	TRUE	TRUE	3	-	CE1(36-197)	CE1_e39(37-226)	CE1	CE1_e39	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_14	interaction_vs_onu	1337.977212241	-1.31827861263875	0.181341602226999	-7.26958732276203	3.60587367885892e-13	2.89824213061337e-12	mRNA_14	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-|-	CBM67(23-112)+GH78(330-784)	CBM67_e14(16-173)+GH78_e23(258-779)	GH78	CBM67_e14|GH78_e23	rhamnose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_1054	interaction_vs_onu	71.3107163824412	-1.96532048692991	0.270605044016358	-7.26268977754571	3.79467559452633e-13	3.04142538287878e-12	mRNA_1054	OTHER	FALSE	0.998186	0.001849		TRUE	TRUE	3	3.2.1.40:1|3.1.1.73:2;3.2.1.40:8	CBM67(127-305)+GH78(332-885)	CBM67_e28(126-306)+GH78_e80(332-887)	GH78	CBM67_e28|GH78_e80	-;alpha-rhamnoside;rhamnose	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3338	interaction_vs_onu	150.215632894171	-1.32383101273902	0.195848833601015	-6.75945313739239	1.38513551643047e-11	9.53882543897414e-11	mRNA_3338	OTHER	FALSE	0.999924	0.000132		TRUE	TRUE	3	3.2.1.37:19;3.2.1.55:4	GH43_1(4-329)	GH43_e53(5-329)	GH43_1+GH43_1	GH43_1	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_8404	interaction_vs_onu	169.977455914761	-1.08745668594434	0.162376741984673	-6.69712098329318	2.12565635943807e-11	1.43047314754637e-10	mRNA_8404	SP	TRUE	0.000247	0.999720	CS pos: 18-19. Pr: 0.9792	TRUE	TRUE	3	3.2.1.145:1|3.2.1.145:1	GH43_24(44-277)	GH43_e150(46-277)+CBM35_e44(322-438)	GH43_24+GH43_24+CBM35	GH43_24|CBM35_e44	arabinogalactan;xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5712	interaction_vs_onu	292.141091307006	-1.78965951599768	0.275595201109887	-6.49379781937527	8.36990588102736e-11	5.3627540674846e-10	mRNA_5712	SP	TRUE	0.000667	0.999305	CS pos: 21-22. Pr: 0.9782	TRUE	TRUE	3	3.2.1.131:6	GH115(36-757)	GH115_e0(38-1067)	GH115	GH115_e0	xylan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6354	interaction_vs_onu	213.502979989413	1.07018030092383	0.174344729829935	6.13830026274805	8.34090980759868e-10	4.86032593281448e-09	mRNA_6354	OTHER	FALSE	1.000000	0.000004		TRUE	TRUE	3	2.4.1.80:1	GT21(75-370)	GT21_e38(76-371)	GT21	GT21_e38	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1724	interaction_vs_onu	10.6494207925706	4.46579440815092	0.73115579754095	6.10785611380015	1.00978322764371e-09	5.84036785718252e-09	mRNA_1724	SP	TRUE	0.000289	0.999658	CS pos: 25-26. Pr: 0.9870	TRUE	TRUE	3	-	AA8(32-210)	AA8_e3(34-210)	AA8	AA8_e3	lignin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_5439	interaction_vs_onu	80.3689266253048	-1.5430230606815	0.257106950717177	-6.0014832596994	1.95523103872057e-09	1.09749361911135e-08	mRNA_5439	SP	TRUE	0.000267	0.999753	CS pos: 16-17. Pr: 0.9795	TRUE	TRUE	3	-	CE1(31-237)	CE1_e39(35-238)	CE1	CE1_e39	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_6443	interaction_vs_onu	13.8481922616181	3.10087979248211	0.56006854033308	5.53660769918978	3.08386236581076e-08	1.50931171248371e-07	mRNA_6443	SP	TRUE	0.000729	0.999247	CS pos: 33-34. Pr: 0.1984	TRUE	TRUE	3	1.10.3.2:4;1.10.3.-:1	AA1_3(54-365)	AA1_e46(55-536)	AA1_3+AA1_3	AA1_3	lignin	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_6789	interaction_vs_onu	22.9080648255571	-3.25583672471788	0.611498624155944	-5.32435658250569	1.0131099698328e-07	4.64500339676954e-07	mRNA_6789	SP	TRUE	0.000210	0.999769	CS pos: 20-21. Pr: 0.9789	TRUE	TRUE	3	3.2.1.6:2	GH16_3(33-280)	GH16_e87(34-281)	GH16_3+GH16_3	GH16_3	beta-glucan	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5958	interaction_vs_onu	13.6778070818694	3.47459938782236	0.664782123161466	5.22667392332755	1.72586473563546e-07	7.69848990986946e-07	mRNA_5958	SP	TRUE	0.001262	0.998705	CS pos: 17-18. Pr: 0.8627	TRUE	TRUE	2	-	AA7(59-264)	AA7_e3(63-238)	-	AA7_e3	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_3594	interaction_vs_onu	106.807624252647	1.21946444943271	0.23850285645592	5.11299725107523	3.1708691442075e-07	1.36463749997065e-06	mRNA_3594	OTHER	FALSE	0.999826	0.000219		TRUE	TRUE	3	3.2.1.21:10;3.2.1.37:4	GH3(137-352)	GH3_e32(138-353)	GH3	GH3_e32	beta-glucan;xylan	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_4465	interaction_vs_onu	31.7597741012728	-2.29829791208395	0.46734193315852	-4.91780803094419	8.75186747685175e-07	3.53377290574769e-06	mRNA_4465	OTHER	FALSE	0.999909	0.000159		TRUE	TRUE	3	-	AA11(2-174)	AA11_e8(1-175)	AA11	AA11_e8	chitin	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_3987	interaction_vs_onu	22.1016248571699	-2.82465981601553	0.603799119085361	-4.67814497691608	2.89481850242464e-06	1.08587407452914e-05	mRNA_3987	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	2	-	GT2(263-542)	-	GT2	GT2	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_2960	interaction_vs_onu	28.4937253081186	2.14954429390622	0.481686876078598	4.46253448174801	8.09958895239513e-06	2.85553877399103e-05	mRNA_2960	OTHER	FALSE	0.995537	0.004469		TRUE	TRUE	3	-	GH18(18-343)	GH18_e143(16-344)	GH18	GH18_e143	-	TRUE	TRUE	up	TRUE	TRUE	TRUE	TRUE
gene_1588	interaction_vs_onu	67.3085608192514	-1.19557169207185	0.287222671497898	-4.16252549228377	3.14746990323001e-05	0.000101439542061931	mRNA_1588	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GT4(284-443)	GT4_e4041(288-443)	GT4	GT4_e4041	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
gene_5900	interaction_vs_onu	64.8972938158411	-1.10714384446162	0.270081560971083	-4.09929445194582	4.14411529480298e-05	0.000131092486783125	mRNA_5900	OTHER	FALSE	1.000000	0.000000		TRUE	TRUE	3	-	GH3(32-250)	GH3_e185(32-251)	GH3	GH3_e185	-	TRUE	TRUE	down	TRUE	TRUE	TRUE	TRUE
